numenc;local
4210016136;R   ALSACIA  ENTRE  R TAMOIOS E  R TAPES
4210018139;AL  DOS GUATAS  ENTRE  AV JABAQUARA E  R DR SAMUEL PORTO
4210019135;AV DR  DANTE PAZZANESE  X  AV PEDRO ALVARES CABRAL
4210020133;R   MOLIERE  - N.308
4210021130;R   IBITURUNA  ENTRE  PC JORN OCTAVIO CAMARA DE OLIVEIRA E  R DR JOSE OSORIO DE O. AZEVEDO
4210023132;AV   GARCIA DE AVILA  X  R BALTAZAR GOMES DE ALARCAO
4210028134;R   ECA DE QUEIROZ  - TODA EXTENSÃO
4210059137;AL  DOS GUAIASES  X  AV CECI
4210082139;R   JOSE NEVES  X  AV INTERLAGOS
4210091138;AV   INTERLAGOS  X  R JOSE HOMERO ROXO
4210098132;R   PEDRO RODRIGUES BEJA  ENTRE  R JOAO MARTINS BERTANHA E  R DOMINGOS FERNANDES BITENCOURT
4210110132;R   FRANCISCO ALVES DE AZEVEDO  X  R PDE ANTONIO DE GOUVEIA
4210116130;R PROF  SOUSA BARROS  ENTRE  PC OCTAVIO BRAGA E  R BENTO DE LEMOS
4210119130;R   ALVARES DE AZEVEDO  - N.75
4210147133;AV SEN  CASIMIRO DA ROCHA  ENTRE  AV JABAQUARA E  AV JOSE MARIA WHITAKER
4210156132;R   MARTIM DE SA  - N.71
4210165131;R  DAS FLECHAS  - N.696
4310001149;R   PAULO BUENO  - N.21
4310004148;AV SEN  TEOTONIO VILELA  ENTRE  AV ATLANTICA E  AV DO JANGADEIRO
4310006132;R   CIPRIANO BARATA  - N.1527 - PADARIA PATRIOPAN
4310008135;TV   DELFIN DALMAU  - N.22 - TODA EXTENSÃO - R S/SAÍDA
4310025137;R   MARIANO PROCOPIO  X  R GUINLE
4310034136;R   BARRETO MUNIZ  X  AV MIGUEL ESTEFANO
4310034136;R   CESAR BATISTA  X  AV MIGUEL ESTEFANO
4310046134;R   MESQUITA  X  R ROBERTSON
4310069134;AV PREF  FABIO PRADO  - N.17 - FRENTE    A.P.O.I.E.
4310077137;R   HENRIQUE COELHO  X  R BACKER
4310078133;R BRIG  JORDAO  - N.419
4310082130;R LORD  COCKRANE  - N.440
4310085130;R   BRENO FERRAZ DO AMARAL  - N.237 - EE HUMAITA VILANOVA
4310089062;R   TABOR  - TODA EXTENSÃO
4310094139;R PDE  JOSE GARZOTTI  - N.494 - JARDIM LEBLON CRECHE CONVENIADA
4310095135;R STA  GREGORIA  X  R PDE JOSE GARZOTTI
4310096131;R   MARIA ADELINA FRANCA WHITAKER  - N.102 - TERRA AZUL EDUCAÇÃO INFANTIL
4310097138;R   ACUTI  - N.343
4310098134;ES  DA COLONIA  ENTRE  R GENTIL SCHUNCK ROSCHEL E  R SADAMU INOUE - ENCARTE MAPOGRAF
4310099130;R GAL  RENATO VARANDAS DE AZEVEDO  - N.112 - E 168 - COLÉGIO PQ MARAVILHA
4310100139;R GAL  RENATO VARANDAS DE AZEVEDO  - N.112 - E 168
4310132111;R  DO PARQUE  X  R DR AUDISIO DE ALENCAR
4310136125;R   SIMAO DA MATTA  - N.145
4310136125;R   SIMAO DA MATTA  X  R LUCRECIA MACIEL
4310137121;R   POTUNDUVA  X  AV LINS DE VASCONCELOS - N.27 - 2.319 DA AV. LINS DE VASCONCELOS
4310139124;R   JAGUARAO  - N.32 - COLÉGIO RESSURREIÇÃO
4310148123;R   OLYMPIA SEMERARO  X  AV STA EMILIA
4310162126;R   GOIS RAPOSO  ENTRE  R FRANCISCO BAUTISTA E  R GIUSEPPE CRESPI
4310169112;R DR  MALTA CARDOSO  ENTRE  AV DO CURSINO E  R ASSUNGUI
4310196128;R   DEMOCRACIA  X  R TOLSTOI
4310204112;R   GUATAPARA  X  AV ENG ARMANDO DE ARRUDA PEREIRA
4310207111;R OUVID  PORTUGAL  ENTRE  R GASPAR FERNANDES E  R IRMAO JUSTINO LUIS
4310208118;R DR  JOSE MARIA DE AZEVEDO  X  R ENG PRUDENTE
4310209114;R ENG  PRUDENTE  X  R ARI CAJADO
4310225128;R   JOAO LUIS VIVES  X  R PROFA CAROLINA RIBEIRO
4310242120;R PROF  APRIGIO GONZAGA  - N.247
4310253121;R SEN  CARLOS TEIXEIRA DE CARVALHO  ENTRE  R ALBINA BARBOSA E  R MIGUEL TELES JUNIOR
4310287123;R   COSTA AGUIAR  X  R ITUANOS
4310287123;R   ITUANOS  X  R BENJAMIN JAFET
4310337112;AV   NAZARE  X  R POUSO ALEGRE
4310368123;PC   FLORENCE NIGHTINGALE  - N.56
4310399118;R   DOMINGO DE SOTO  - N.106
4310422110;R   COLONIA DA GLORIA  X  R LEITE FERRAZ - ATÉ N° 591
4310445110;R   NAGIB TANUS GASTIN  X  AV PDE ARLINDO VIEIRA
4310447112;AV   BOSQUE DA SAUDE  X  AV PROF ABRAAO DE MORAIS - N.1155
4410049119;R   PASCOAL RANIERI MAZZILLI  X  R JOAO MACHADO E SILVA
4410051113;R   PEDRO DE GODOI  X  R PIRES PIMENTEL
4410055062;R CEL  JOAO DE OLIVEIRA MELO  - N.654
4410077074;R   JOAO HOMEM  X  R LUIS ABBONDANZA
4410131095;AV   ABRAHAO GONCALVES BRAGA  X  R TOCANTINIA
4410136097;R VISC DE SOUSA FRANCO  X  R NOVA BRASILIA
4410137123;R   CARNAUBA  ENTRE  R TIMBAUBA E  R ANTONIO HERDEIRO
4410146050;PC   CATAS ALTAS  - JUNTO A  AV. CACHOEIRA DEO CAMPO
4410184040;AV   SAPOPEMBA  - SUPERMERCADO BARATEIRO
4410195123;R   VIRGINOPOLIS  - A MENOS 15M DA R. SALVADOR P. LIMA
4410207121;R   MARIA DAFFRE  X  R CAP PACHECO E CHAVES
4410210122;AV   ALBERTO RAMOS  ENTRE  R SERRA DO PEREIRO E  R MANUEL SEQUEIRA E SA
4410212109;ES  DAS LAGRIMAS  - N.2100 - ENTRE R. PROTOCOLO E R. CARIPURÁ
4410212125;R   RIZIERI NEGRINI  ENTRE  R EPIACABA E  R FRANCISCO SIRACUSA
4410241109;AV   LUIS PIRES DE MINAS  X  AV DA BARREIRA GRANDE - N.257
4510034105;AL  DOS GUARAMOMIS  ENTRE  AV INDIANOPOLIS E  AV MOEMA - SV + SH
4510036094;R   DIOGO JACOME  ENTRE  R BALTHAZAR DA VEIGA E  R DOMINGOS FERNANDES - PLACAS DE FEIRA LIVRE - SÁBADO
4510038097;TV JORN  OCTAVIO MUNIZ  ENTRE  R TUIM E  R INHAMBU - PLACAS
4510040091;AV   BEM-TE-VI  ENTRE  R GAIVOTA E  AL DOS ARAPANES - PLACAS DE FEIRA LIVRE - 4ª FEIRA
4510050070;R   ANTONIO AFONSO 
4510077092;R DRA  NEYDE APPARECIDA SOLLITTO  X  R LEOPOLDO DE BULHOES
4610006138;R   ESTELA  X  R CAMPO VALERO
4610018136;R   HUGO VITOR SILVA  ENTRE  R CINCO DE OUTUBRO E  R MARTINHO DE ALVARENGA
4610025132;PC PDE  GREGORIO WESTRUPP  X  AV DR HUGO BEOLCHI
4610032120;R   ARTEMIS  - N.257
4610034123;R   CANINGAS  X  AV CECI
4610056100;R DR  NICOLAU DE SOUSA QUEIROS  ENTRE  PC EVELIN SOGAIAR E  PC ANGEL RAMIREZ - N.330 - COLÉGIO ETAPA
4610059096;AV STA  CATARINA 
4610064111;R  DAS BICUIBAS  - N.70 - PROX. AV. JABAQUARA
4610072114;R   OCTAVIO T. MENDES SOBRINHO  X  R GUSTAVO DA SILVEIRA
4610089122;R  DAS GLICINIAS  - N.112
4610099098;AV   IRAI  X  AL DOS GUAINUMBIS
4610111098;R   JOAQUIM TAVORA  - N.628 - PROX. A  R. DOMINGOS DE MORAIS
4610111101;R   JOSE ANTONIO COELHO  - N.432
4610113090;R   ANITA GUASTINI EIRAS  X  AV ARMANDO FERRENTINI
4610114127;R   RANULFO PRATA  ENTRE  R FREDERICO ALBUQUERQUE E  R EDUARDO DE SA
4610117100;R  DAS GRUMIXAMAS  - N.796
4610121115;AV   VINTE E TRES DE MAIO  ENTRE  AV BRIG LUIS ANTONIO E  R RIACHUELO
4610138107;R   ARABE  ENTRE  R LUIS GOIS E  AV DR ALTINO ARANTES
4610141124;R   CAPUTIRA  X  R DAS ORQUIDEAS
4610143100;R   CUBATAO  X  R JOSE ANTONIO COELHO
4610144123;R   PALACETE DAS AGUIAS  ENTRE  R LACEDEMONIA E  R DR ABELARDO VERGUEIRO CESAR
4610147106;AV CONS  RODRIGUES ALVES  - N.1247 - PROX. R. MORGADO DE MATEUS
4610151111;R  DAS PITOMBEIRAS  ENTRE  R FARJALLA KORAICHO E  R DAS BICUIBAS
4610151111;R   FARJALLA KORAICHO  ENTRE  R DAS PITOMBEIRAS E  R DAS PEROBAS
4610168081;R CEL  LISBOA  - N.697
4610170124;R   SIMAO RODRIGUES  X  R CAETANO GORNATI
4610189089;AV   JONIA  - N.655
4910002073;AV   SAPOPEMBA  X  ES CASA GRANDE
4910005080;R   CARNEIRO DA CUNHA  ENTRE  R PARACATU E  AV MIGUEL ESTEFANO
4910006060;AL  DOS JURUPIS  X  AV DIVINO SALVADOR
4910007105;AV   REPUBLICA DO LIBANO  X  R INHAMBU
4910017089;AV ENG  ARMANDO DE ARRUDA PEREIRA  X  R DAS CARNAUBEIRAS
4910019057;R NSRA DAS MERCES  - PEDESTRE E.E.PROF.RAUL C. DE ALMEIDA
4910022058;AV   REPUBLICA DO LIBANO  X  R DIOGO JACOME
4910022082;R CEL  LISBOA  X  R DR DIOGO DE FARIA
4910023054;AV   REPUBLICA DO LIBANO  X  R OLIVEIRA PIMENTEL
4910025081;AV STO  AMARO  X  AV HELIO PELLEGRINO
4910026088;R   FUNCHAL  X  R S TOME - RUA COLISEU
4910026088;AV DR  CARDOSO DE MELO  X  AL VICENTE PINZON
4910026088;R   OLIMPIADAS  X  R RAMOS BATISTA - RUA ELVIRA FERRAZ
4910026088;R   QUATA  X  R ALVORADA
4910026088;AL   RAJA GABAGLIA  X  R GOMES DE CARVALHO
4910026088;R   OLIMPIADAS  X  R GOMES DE CARVALHO - ALAMEDA VICENTE PINZON
4910026088;R PROF  ATILIO INNOCENTI  X  R MIN JESUINO CARDOSO
4910026088;AV BRIG  FARIA LIMA  X  R MIN JESUINO CARDOSO
4910026088;AV BRIG  FARIA LIMA  X  R CHILON
4910028080;R CAP  PACHECO E CHAVES  X  R DIANOPOLIS
4910032088;R   BALTAZAR LISBOA  X  R DR NETO DE ARAUJO
4910033106;R   FUNCHAL  X  R SENEGAMBIA
4910036083;AV DR  GENTIL DE MOURA  X  R VINTE E OITO DE SETEMBRO
4910036105;R PROF  ATILIO INNOCENTI  X  R CHILON
4910036105;AV BRIG  FARIA LIMA  X  R CHILON
4910040102;R   ALVORADA  X  R QUATA
4910041079;R   NOVA LOUZA  X  AV DR RICARDO JAFET
4910052100;AL  DOS MARACATINS  X  AV MIRUNA
4910056050;AV   INDIANOPOLIS  - N.2752 - ABEM - ASSOCIAÇÃO  BRAS. ESCLEROSE  MULTIPLA
4910058079;AV   JABAQUARA  X  AV MIGUEL ESTEFANO
4910059059;R   SILVA BUENO  X  R OLIVEIRA ALVES
4910060073;AV DR  GENTIL DE MOURA  X  R BARAUNA
4910067094;AV   BOSQUE DA SAUDE  X  R BERTIOGA
4910071091;AV   REPUBLICA DO LIBANO  X  AV IV CENTENARIO
4910073086;AV   JABAQUARA  - N.1500
4910075100;AV   PAVAO  X  R TUIM
4910076077;R   ECA DE QUEIROZ  X  R CEL OSCAR PORTO
4910078100;R   RIBEIRAO CLARO  X  R PROF VAHIA DE ABREU
4910079106;R   CLODOMIRO AMAZONAS  X  R STA JUSTINA
4910080066;AV  DO CURSINO  X  R DOM VILARES
4910081070;AV   MOEMA  X  AL DOS ANAPURUS
4910084096;R DR  EDUARDO DE SOUZA ARANHA  X  R DR RENATO PAES DE BARROS
4910086064;R   VERGUEIRO  X  R REGINO ARAGAO
4910095055;R   CARNEIRO DA CUNHA  X  R PEREIRA ESTEFANO
4910100075;AV   MIGUEL ESTEFANO 
4910101055;R   JOSE ESTEVAO DE MAGALHAES  - N.357
4910101098;R DR  AMANCIO DE CARVALHO  X  R PELOTAS
4910102060;R NSRA DAS MERCES  X  R DO POMAR
4910106057;R  DOS JEQUITIBAS  X  AV ENG GEORGE CORBISIER
4910107096;AV ENG  GEORGE CORBISIER  X  R TAQUACETUBA
4910108050;R MIN  JESUINO CARDOSO  X  R RAMOS BATISTA
4910109056;AV   PAVAO  ENTRE  AV STO AMARO E  R ARAGUARI
4910109072;AV   JABAQUARA  X  AV DR HUGO BEOLCHI
4910110062;R   AFONSO CELSO  X  R LUIS GOIS
4910112057;AV BRIG  FARIA LIMA  X  R MIN JESUINO CARDOSO
4910112065;R CD  MOREIRA LIMA  - N.230
4910112073;R STA  CRUZ  X  R PEDRALIA
4910113053;R PROF  ATILIO INNOCENTI  X  R MIN JESUINO CARDOSO
4910114050;AV BRIG  FARIA LIMA  X  R ELVIRA FERRAZ
4910114076;R   AURIVERDE  X  R VEMAG
4910115056;R   CLODOMIRO AMAZONAS  ENTRE  R FIANDEIRAS E  R VISC DA LUZ - R. SANTA JUSTINA
4910116052;R   CLODOMIRO AMAZONAS  X  R MIN JESUINO CARDOSO
4910116052;R DR  ALCEU DE CAMPOS RODRIGUES  X  R JOAO CACHOEIRA
4910117075;R   MANIFESTO  X  R DOM LUCAS OBES
4910118055;AV   HELIO PELLEGRINO  X  R BALUARTE
4910118071;AV ALM  DELAMARE  - N.1335
4910120050;AV ENG  ARMANDO DE ARRUDA PEREIRA  X  R GUATAPARA
4910121099;R   JOAO CACHOEIRA  X  R COMEN MIGUEL CALFAT
4910124098;R   TOCANTINIA  X  AV ABRAHAO GONCALVES BRAGA
4910126090;R   ALVORADA  X  R BUGIO
4910131060;R   VERGUEIRO  X  R SAIOA
4910137076;AV   CARIOCA  X  R LICIO DE MIRANDA
4910139095;AV PROF  LUIZ IGNACIO ANHAIA MELLO  X  AV PAES DE BARROS
4910141065;R MARQ DE OLINDA  X  R VINTE E OITO DE SETEMBRO
4910144072;   CORREGO INHUMAS  ENTRE  R PINHOTIBA E  R ACURAMA
4910144099;R   BOM PASTOR  X  R AGOSTINHO GOMES - SACOMÃ
4910146083;AV PROF  LUIZ IGNACIO ANHAIA MELLO  X  AV DR FRANCISCO MESQUITA
4910147063;AV   FRANCISCO FALCONI  - N.837
4910148086;R   SILVA BUENO  X  R XAVIER CURADO
4910149090;AV PROF  LUIZ IGNACIO ANHAIA MELLO  X  AV PAES DE BARROS
4910150064;R   JOAO CACHOEIRA  X  R DR ALCEU DE CAMPOS RODRIGUES
4910151095;R   SILVA BUENO  X  R COMTE TAYLOR - SACOMÃ METRO REDE DE LAÇOS DETETORES
4910152083;AV   JABAQUARA  X  R ORICANGA
4910153063;R   CANARIO  X  AV JACUTINGA
4910156062;AL  DOS NHAMBIQUARAS  X  AV ACOCE
4910157069;R   TUIM  X  AV MACUCO
4910158065;R   JOAO CACHOEIRA  X  R COMEN MIGUEL CALFAT
4910162070;AV   REPUBLICA DO LIBANO  X  AV IV CENTENARIO
4910164065;AV PDE  ARLINDO VIEIRA  X  R SIMAO LOPES
4910164073;R   FRANCA PINTO  X  R TANGARA
4910166068;AV DR  HUGO BEOLCHI  X  AV DIEDERICHSEN
4910166076;AV   JABAQUARA  X  AV FAGUNDES FILHO
4910167099;AV PROF  LUIZ IGNACIO ANHAIA MELLO  X  AV PAES DE BARROS
4910168060;R   SIMAO LOPES  X  AV PDE ARLINDO VIEIRA
4910168079;AV   JOSE MARIA WHITAKER  X  AV DR ALTINO ARANTES
4910170090;R CAP  PACHECO E CHAVES  X  VD PACHECO E CHAVES - JOÃO PADILHA
4910171061;R DR  BACELAR  X  R LOEFGREEN
4910171096;R CAP  PACHECO E CHAVES  X  R DIANOPOLIS
4910179062;R DR  DJALMA PINHEIRO FRANCO  X  R DAS CAVAS
4910183078;AV   IRAI  X  AL DOS ANAPURUS
4910186077;R   MARSELHESA  X  R GANDAVO
4910187073;R   MARSELHESA  X  R CAP MACEDO
4910189076;AV DR  GENTIL DE MOURA  X  R VISC DE PIRAJA
4910191070;AV   JABAQUARA  X  R PARACATU - N.1925
4910193073;R MARQ DE LAGES  ENTRE  R GUILHERME BEBIANO MARTINS E  R ITALVA
4910194070;R   DOMINGOS DE MORAIS  X  R PEDRO DE TOLEDO
4910195076;AV   INDIANOPOLIS  X  AL DOS TUPINAS
4910196072;R   MUNIZ DE SOUSA  - N.1272
4910209085;AV ENG  ARMANDO DE ARRUDA PEREIRA  X  AV PEDRO SEVERINO JUNIOR
4910217088;R CEL  SILVERIO MAGALHAES  X  R DR NESTOR ALBERTO DE MACEDO
4910220089;AV PROF  ABRAAO DE MORAIS  X  AV BOSQUE DA SAUDE
4910227083;AV  DO ORATORIO  - N.5136
4910228080;AV STA  CATARINA  X  R ALBA
4910229086;R  DOS GUASSATUNGAS  X  R HILDEBRANDO SIQUEIRA
4910230084;R   CIDADE DE BAGDA  X  R CONCEPTION ARENAL
4910234080;AV PROF  LUIZ IGNACIO ANHAIA MELLO  ENTRE  AV FRANCISCO FALCONI E  R NOVA TIMBOTEUA
4910235086;AV   PEDRO BUENO  X  AV ENG ARMANDO DE ARRUDA PEREIRA
4910247084;AL  DOS NHAMBIQUARAS  X  AV CHIBARAS
4910258086;AV  DA BARREIRA GRANDE  X  R MANOEL FERREIRA PIRES
4910259082;AV DR  CARDOSO DE MELO  X  R LOURENCO MARQUES
4910268081;R   ALBA  X  R TACIBA
4910269088;AV STA  CATARINA  X  R CORIOLANO DURAND
4910272089;R   REGO BARROS  X  R CEL PAUL VACHET
4910273085;R   ALBA  X  R TTE AMERICO MORETTI
4910277080;R  DOS PATRIOTAS  X  R AGOSTINHO GOMES
5110003149;R   TOMAS CARVALHAL  X  R CUBATAO
5110054134;R   ESTADO DE ISRAEL  ENTRE  AV IBIRAPUERA E  AV PROF ASCENDINO REIS
5110054134;R   LEOPOLDO DE BULHOES  ENTRE  R DRA NEYDE APPARECIDA SOLLITTO E  R IPE (ANT RUA ESTADO DE ISRAEL)
5110056099;AV   CORIFEU DE AZEVEDO MARQUES  - N.3097 - TRAV. 16 DA USP - PORTÃO 3
5110162069;R   WILSON VITORELLO  X  R CARLOS ISIDORO AMODEO
5210004066;R PROF  NICOLAU MARIA ROSSETTI  - N.308
5210008061;R  DA PRATA  X  R ENG LUIZ ANTONIO TAMBASCO
5210043061;R CEL  ANTONIO INOJOSA  - N.129
5210044068;R   MARIA DOLORES F. DE OLIVEIRA  - N.23
5210055078;R   RAINHA DAS MISSOES  - N.18
5210115046;R DR  DJALMA PINHEIRO FRANCO  - N.1035
5210118045;R  DAS CRISANDALIAS 
5210118045;R   GUIDO CALOI 
5210125130;R S  BENEDITO  X  R DA FRATERNIDADE
5210128059;R   BENEDITO RODRIGUES GOUVEIA 
5210128059;R   ROBERT BIRD  - N.222
5210136051;AV STO  AFONSO  - N.789
5210137066;ES   AGUA SANTA  X  ES DOS CEDROS
5210137066;ES   AGUA SANTA  X  ES CAFE BRAVO
5210151050;AV   WASHINGTON LUIS  X  R CHAVES
5210160068;R   DOMINGOS LOPES  - N.312
5210164055;R   GEORGES BERNANOS  - N.71
5210171051;R   CONSTANTINO DE SOUSA  X  R JOAO DE SOUSA DIAS
5210171060;R   EDWARD WESTON  X  R JAMES JOULE
5210213072;R   NHU - GUACU  - N.374
5210243060;R DR  JESUINO MACIEL  X  R CRISTOVAO PEREIRA
5210286061;R   VIEIRA DE MORAIS  - N.19692
5310016040;R   ANTONIO LERARIO  - N.10
5310049088;AV   JOAO DIAS  X  R VISC DE TAUNAY
5310052089;R   LUAR DO SERTAO  - N.183
5310068104;AV   CARLOS CALDEIRA FILHO  X  AV SABIN
5310069100;AV   CARLOS CALDEIRA FILHO  X  R THEREZA MAIA PINTO
5310099050;R   ZACARIAS DIAS CORTES  - N.595
5310101098;AV PROF  GIOIA MARTINS  X  R DR MARIO DE MOURA E ALBUQUERQUE
5310137092;R  DO FRANCISCO DA CRUZ MELLAO  X  R EDITH JUNQUEIRA DE A MARQUES
5310149104;R DEP  JOAO SUSSUMU HIRATA  - N.480
5310152040;R   SUBAE  ENTRE  AV ANACE E  R OCAPEGUARA
5310157050;R   FRANCISCO DE ABREU  - N.200
5310159053;R   NICOLINO LEO  - N.262
5310166041;R   VULNERARIA  - N°152, N°17 E N°18A
5310168079;ES  DE ITAPECERICA  ENTRE  AV DAS BELEZAS E  AV TOMAS DE SOUSA
5310170103;R DEP  JOAO SUSSUMU HIRATA  - N.480
5310173102;R DEP  JOAO SUSSUMU HIRATA  - N.750
5310178058;R FREI  BONIFACIO DUX  X  R ARMANDO BARRETO
5310179046;R  DAS TRES MARIAS  - N.218
5310196102;AV DR  GUILHERME DUMONT VILARES  X  R MAL HASTINFILO DE MOURA
5310230041;R   FRANCISCO MARTINS BONILHA  - N.296
5310230041;R   FRANCISCO MARTINS BONILHA  X  R MANUEL RIBEIRO DE AZEVEDO - N.296
5310268081;AV PROF  GIOIA MARTINS  X  R DESIDERIO FERREIRA
5410004140;R   LUIS ALBERTO C. DE OLIVEIRA  ENTRE  R VISC DE RIBAMAR E  R CD DE SILVA MONTEIRO
5410005147;R   MACKENZIE  X  R CEL NAUL DE AZEVEDO
5410006070;TV   JULIANO CARETTE  - N.30
5410007140;R   CAPAO REDONDO  X  R ITUPU
5410007140;R   CAPAO REDONDO  X  R ERIK SATIE
5410018141;PC   MIGUEL DE JESUS CORREIA  X  R CARMELO CALI
5410018141;R   MARIA DA LUZ RODRIGUES RAMALHO  X  R JOSE JOAQUIM VEIGA VALE
5410022149;R   ANTONIO ELIAS SCHOUERI  ENTRE  R BATISTA JUNIOR E  R CEL FLORIANO ALVARO
5410023145;R   ANTONIO ELIAS SCHOUERI  X  R FABIO LUZ - E.M.E.I PROF. ORLANDO DE ALVARENGA GAUDIO
5410033140;R   BATTISTA ALBERTI  - N.36
5410058089;AL STO  AMARO  - N.100
5410058089;R   BENEDITO FERNANDES 
5410058089;R   MANUEL ANTONIO DA LUZ 
5410095081;R   STEPHEN BENET  X  R PEDRO DE ANDRADE CAMINHA
5410095081;R   STEPHEN BENET  X  AV SEN TEOTONIO VILELA
5410101090;R   OLIVIA GUEDES PENTEADO  ENTRE  R CESARIO DA SILVA E  R RITA FERREIRA DA SILVA
5410118073;R   MORAIS NAVARRO  - N.165
5410149130;R   RIBAS DO RIO PARDO  X  R MARCELINO COELHO
5410150139;ES   M BOI MIRIM  X  R AGAMENON PEREIRA DA SILVA
5410151135;R   ANATOLI LIADOV  X  R AUGUSTO CONRADI
5410156137;R   FREDERICO RENE DE JAEGHER  - N.206
5410157133;ES   M BOI MIRIM  X  ES DA BARONESA
5410157133;ES   M BOI MIRIM  X  R LENDINARA
5410159080;R   ACACCIO FONTOURA  - N.737
5410165136;ES   GUAVIRITUBA  X  R DR AZEVEDO SODRE
5410166078;R   DOMINGOS GONCALO  - N.78
5410171136;AV   GUARAPIRANGA  X  R ANDRE DE LEAO
5410171136;AV   VITOR MANZINI  X  R BRUGES - R CRISTALINO ROLIM DE FREITAS
5410171136;AV   GUARAPIRANGA  X  R STA TERESINHA
5410171136;AV   GUARAPIRANGA  X  R DOMINGOS JORGE
5410173139;ES  DO EMBU-GUACU  X  ES PLINIO DIAS
5410173139;R   HUMBERTO MARCAL  X  R DAS MARGARIDAS AMARELAS
5410173139;ES  DO EMBU-GUACU  X  R HUMBERTO MARCAL
5410177070;R   AMARO ALVES DO ROSARIO  - N.810
5410183134;R   ALTINO MARTINS DA VITORIA  X  R GEMEA DANTAS
5410183134;R   ALTINO MARTINS DA VITORIA  X  R PEDRO VELHO DE ALBUQUERQUE
5410183134;R   ALTINO MARTINS DA VITORIA  X  R REGINA MESTRE ALONSO
5410183134;R   ALTINO MARTINS DA VITORIA  X  R CONTOS AMAZONICOS
5410183134;R   ALTINO MARTINS DA VITORIA  X  R JOSE RODRIGUES DE O. FILHO
5410189078;R   MARCIANO DA SILVA  - N.906
5410260082;AV   JUAN ESPER  X  R DIANA DE LIZ
5410273087;R   ANTONIO NEVES NOGUEIRA  - N.168
5410275080;R   ARMANDO RODRIGUES TAVARES  - N.511
5410306082;R   ESTELA NAVES JUNQUEIRA  - N.114
5410376064;R   MONTENOPOLIS  - N.152
5410390083;R   FRANCISCO GONCALVES FIGUEIRA  X  R ANTONIO MARIANO
5410391080;R PROFA  MARIA DE LOURDES DE S.NOGUEIRA  X  R MAJ CLAUDIANO
5410399080;R   ANTONIO RAPOSO BARRETO  - N.151 - EMEF - PRACINHA DA FEB
5410414080;R   MARIA TAGLIONE  - N.12
5910007122;AV   ESCOLA POLITECNICA  - N.100 - PORTÃO 2 DA USP
5910008129;AV   ESCOLA POLITECNICA  - N.100 - PORTÃO II DA USP
5910009109;AV   CARLOS CALDEIRA FILHO  X  R BALDOMERO CARQUEJA
5910010107;AV   CARLOS CALDEIRA FILHO  X  R NSRA DO BOM CONSELHO
5910012100;AV   CARLOS CALDEIRA FILHO  X  R PDE JOSE DE JAMBEIRO
5910013092;R   AMERICO BRASILIENSE  X  R PIRES DE OLIVEIRA
5910013092;R   AMERICO BRASILIENSE  X  R INACIO BORBA
5910013106;AV   CARLOS CALDEIRA FILHO  X  R THEREZA MAIA PINTO
5910015133;AV COMEN  SANT ANNA  X  AV WILHELM FRIEDRICH LADWIG
5910028120;AV   YERVANT KISSAJIKIAN  X  R LUIS DA GAMA ROSA
5910033093;R   JOSE NEVES  X  R DO MAR
5910035096;R   VIEIRA DE MORAIS  X  R VICENTE LEPORACE
5910035100;ES  DO CAMPO LIMPO  X  R ALVES DOS SANTOS
5910038095;AV NSRA DO SABARA  - N.3482 - PROXIMO RUA CONSTANTINO
5910040120;AV   KENKITI SIMOMOTO  X  R ENG VITOR FREIRE
5910048120;R   THOMAS DELONEY  X  R S SEBASTIAO
5910049127;R   BELA VISTA  X  R THOMAS DELONEY - CONSULADO AMERICANO
5910050125;ES  DO CAMPO LIMPO  X  R JOAO BERNARDO VIEIRA
5910051121;AV   ELLIS MAAS  X  AV PROF TELEMACO H M VAN LANGENDLONCK
5910052128;AV   MORUMBI  X  R DOM PAULO PEDROSA
5910058126;R ENG  OSCAR AMERICANO  - N.999
5910059122;AV ENG  HEITOR ANTONIO EIRAS GARCIA  X  PC ISAI LEIRNER
5910060120;AV   ESCOLA POLITECNICA  X  EST DAS CACHOEIRAS
5910062093;R   BENEDITO FERNANDES  - N.155
5910066102;AV   ATLANTICA  - N.3686 - CORPO DE BOMBEIROS
5910067125;AV   JORGE JOAO SAAD  X  R LICIO MARCONDES DO AMARAL
5910075110;AV   CORIFEU DE AZEVEDO MARQUES  X  AV DR CANDIDO MOTTA FILHO
5910076124;R DR  LUIZ MIGLIANO  X  AV MAL JUAREZ TAVORA
5910090119;AV   CORIFEU DE AZEVEDO MARQUES  X  R JOSE DE MORAES FERRAZ
5910091115;AV DR  ALBERTO PENTEADO  X  R ACUTIRANHA
5910094114;AV ENG  HEITOR ANTONIO EIRAS GARCIA  X  R LUDOVICO ARIOSTO
5910107127;ES  DE ITAPECERICA  X  R LUCIANO SILVA
5910118129;AV DR  GUILHERME DUMONT VILARES  - N.1200
5910119095;AV   INTERLAGOS  - N.3060
5910119117;AV   GIOVANNI GRONCHI  X  R CHARLES SPENCER CHAPLIN
5910120115;AV   GIOVANNI GRONCHI  X  R DEP JOAO SUSSUMU HIRATA
5910121090;AV   YERVANT KISSAJIKIAN  X  AV GASPAR DE BRITO
5910121111;AV   CANTOS DO AMANHECER  X  R KOTO MITSUTANI
5910123114;AV   CANDIDO JOSE XAVIER  X  R JOSE JOAQUIM GONCALVES
5910125117;AV   CARLOS LACERDA  X  R JANUARIO DA CUNHA BARBOSA
