Codigo;Marca
007606;IMP/YAMAHA VMAX 1200               
007607;IMP/YAMAHA XJR 1200                
007608;IMP/YAMAHA VIRAGO                  
007609;IMP/YAMAHA BWS                     
007610;IMP/YAMAHA VIRAGO 535 S            
007611;IMP/YAMAHA VIRAGO 750              
007612;IMP/YAMAHA VIRAGO 1100             
007613;IMP/YAMAHA VMAX                    
007614;IMP/YAMAHA ROYAL STAR              
007615;IMP/YAMAHA YZF 600                 
007616;IMP/YAMAHA YZF 1000                
007617;IMP/YAMAHA XT 225                  
007618;IMP/YAMAHA VIRAGO 250              
007619;IMP/YAMAHA RIZ 250                 
007620;IMP/YAMAHA SRX 400                 
007621;IMP/YAMAHA TZR 250                 
007622;IMP/YAMAHA VIRAGO 400              
007623;IMP/YAMAHA XJ 400                  
007624;IMP/YAMAHA XT 400                  
007625;IMP/YAMAHA FJ 1200                 
007626;IMP/YAMAHA TRX 850                 
007627;IMP/YAMAHA CRYPTON T105E           
007628;IMP/YAMAHA XVS 650.                
007629;IMP/YAMAHA DRASTARXVS650           
007630;IMP/YAMAHA MAJESTY YP250           
007631;IMP/YAMAHA YZF R1                  
007632;IMP/YAMAHA MAJESTIC 250            
007633;I/YAMAHA DRAG STAR 1100            
007634;I/YAMAHA ROAD STAR                 
007635;I/YAMAHA XV 1100                   
007636;I/YAMAHA TW 200U                   
007637;I/YAMAHA VSTAR 1100                
007638;I/YAMAHA VSTAR 650 CLASS           
007640;I/YAMAHA V STAR 650                
007641;I/YAMAHA FJR 1300                  
007642;I/YAMAHA TDM TWIN900               
007643;I/YAMAHA  FXI                      
007644;YAMAHA / DRAG  STAR  XVS 650       
007648;I/YAMAHA YZF R1                    
007649;I/YAMAHA FAZER FZ6 S               
007650;I/YAMAHA TDM 900                   
007651;I/YAMAHA YZF R6                    
007652;I/YAMAHA MT 01                     
007653;I/YAMAHA WARRIOR                   
007657;I/YAMAHA YZF R1 SPV                
007658;I/YAMAHA FAZER RZ6 SHG             
007659;I/YAMAHA FAZER FZ6 NHG             
007663;I/YAMAHA T MAX                     
007665;I/YAMAHA MIDNIGHT WAR              
007669;I/YAMAHA YZF R1 LE                 
007671;I/YAMAHA FZ6 R                     
007674;I/YAMAHA FZ 8                      
007679;YAMAHA/FAZER250 BLUEFLEX           
007680;I/YAMAHA YZFR1 WGPANNIED           
007681;I/YAMAHA FZ8 SPORT                 
007682;I/YAMAHA YZFR6 WGPANNIED           
007683;I/YAMAHA XP530 T-MAX               
007699;IMP/YAMAHA                         
007700;I/LIYANG KZUKI KN150-4             
007701;I/LIYANG KZUKI KN150T-12           
007702;I/LIYANG KZUKI KN250-A             
007703;I/XIASHING NORTHSTR AX12           
007799;IMP/YAMAHA RD 200                  
007899;IMP/YAMAHA RD 350                  
007901;IMP/ZANELLA NEW FIRE 50F           
007902;IMP/ZANELLA SOL LA PLUS            
007903;IMP/ZANELLA SOL VR PLUS            
007999;IMP/ZANELLA                        
008099;IMP/ZUNDAPP                        
008101;MONARK/MONARK AVX                  
008102;MONARK/MONARK AVXL                 
008103;MONARK/MONARK AVXS                 
008104;MONARK/MONARETA S 50               
008105;MONARK/MONARETA                    
008106;MONARK/MONARET S50 SPORT           
008107;MONARK/AVX SPORT                   
008108;MONARK/MONARETA AX50               
008199;MONARK/MONARK                      
008299;MOTOVI/MOTOVI 1200                 
008399;MOTOVI/MOTOVI 125                  
008499;MOTOVI/MOTOVI 50                   
008599;MOTOVI/MOTOVI MAXI SUPER           
008699;MOTOVI/PUNCH                       
008799;PIAGGIO/CIAO                       
008899;PIAGGIO/PIAGGIO                    
008901;PIAGGIO/VESPA PX 200               
008902;PIAGGIO/VESPA PX 200E              
008903;PIAGGIO/VESPA SUPER                
008904;PIAGGIO/VESPA PX 200S              
008905;PIAGGIO/VESPA PX 200 GT            
008906;PIAGGIO/VESPA PX 200 ELT           
008907;PIAGGIO/VESPA MOTONETA             
008999;PIAGGIO/VESPA                      
009099;VW/RENHA                           
009199;Y/YAMAHA 125                       
009299;Y/YAMAHA 180                       
009399;Y/YAMAHA 50                        
009499;Y/YAMAHA 75                        
009599;Y/YAMAHA 80                        
009601;Y/YAMAHA DT 180 L                  
009602;Y/YAMAHA DT 180 N                  
009603;Y/YAMAHA DT 180 S                  
009604;Y/YAMAHA DT 180 Z                  
009605;YAMAHA/YBR 125K                    
009606;YAMAHA/YBR 125E                    
009608;YAMAHA/MT-03                       
009609;YAMAHA/XTZ 125XK                   
009610;YAMAHA/XTZ 125XE                   
009611;YAMAHA/FACTOR YBR125 K             
009612;YAMAHA/FACTOR YBR125 ED            
009613;YAMAHA/FACTOR YBR125 E             
009615;YAMAHA/XJ6 N                       
009616;YAMAHA/XJ6 F                       
009618;YAMAHA/YBR 125 SOLMAK CA           
009619;YAMAHA/YBR 125 SOLMAK CF           
009621;YAMAHA/YBR125 FACTOR K1            
009623;YAMAHA/YBR125 FACTOR K1P           
009624;YAMAHA/YBR125 FACTOR E P           
009626;YAMAHA/YBR125 FACTOR K             
009627;YAMAHA/YBR125 FACTOR ED            
009628;YAMAHA/YBR125 FACTOR E             
009629;YAMAHA/YBR125 FACTOR LE            
009699;Y/YAMAHA DT 180                    
009799;Y/YAMAHA RD 125                    
009801;YAMAHA RD 50                       
009899;Y/YAMAHA RD 50                     
009901;Y/YAMAHA RDZ 125 II                
009999;Y/YAMAHA RD 75                     
010099;Y/YAMAHA RDZ 125                   
010199;Y/YAMAHA RS 125                    
010299;Y/YAMAHA RX 125                    
010301;Y/YAMAHA RX 180 CUSTON             
010302;Y/YAMAHA RX 180 L                  
010303;Y/YAMAHA RX 180 S                  
010399;Y/YAMAHA RX 180                    
010401;Y/YAMAHA RX 80 E                   
010499;Y/YAMAHA RX 80                     
010599;Y/YAMAHA TT 125                    
010601;YAMAHA/CY 50 JOG                   
010602;YAMAHA/YBR 125ED                   
010604;YAMAHA/LANDER XTZ250               
010605;YAMAHA/FUSCO CARGO YBRF            
010606;YAMAHA/FUSCO CARGO YBRA            
010699;Y/YAMAHA                           
010799;IBRAMOTO/EUREKA                    
010899;IMP/HONDA CB 550 FOUR              
010999;AGRALE/AGRALE SS                   
011099;AGRALE/AGRALE SL                   
011101;HONDA/CBX 750 F INDY               
011199;H/HONDA CBX 750 F                  
011201;HARLEY/DAVIDSON FXSTB              
011202;HARLEY DAVIDSON/FLSTF              
011203;HARLEY DAVISON/FLSTFY              
011204;HARLEY DAVIDSON/FXST Y             
011205;HARLEY DAVIDSON/FXSTB Y            
011206;HARLEY DAVIDSON/FXSTD Y            
011207;HARLEY DAVIDSON/FLSTC Y            
011208;HARLEY DAVIDSON/FLHRCI             
011209;HARLEY DAVIDSON/FLHT               
011210;HARLEY DAVIDSON/FLSTFI             
011211;HARLEY DAVIDSON /FLHIC             
011212;HARLEY DAVIDSON/FLSTCI             
011213;HARLEY DAVIDSON/FXSTI              
011214;HARLEY DAVIDSON /FXSTDI            
011215;HARLEY DAVIDSON/FLHTCUI            
011216;HARLEY DAVIDSON/FXSTBI             
011217;HARLEY DAVIDSON/FLHRSI             
011218;I/H.DAVIDSON FLHPI                 
011219;HARLEY DAVIDSON/FLHTCI             
011220;HARLEY DAVIDSON/XL 883             
011222;HARLEY DAVIDSON/XL 883 C           
011223;HARLEY DAVIDSON/FLSTNI             
011224;HARLEY DAVIDSON/XL883 R            
011225;HARLEY DAVIDSON/FLSTI              
011226;HARLEY DAVIDSON/FLSTC              
011227;HARLEY DAVIDSON/FLHTCU             
011228;HARLEY DAVIDSON/FLHRS              
011229;HARLEY DAVIDSON/FLHRC              
011230;HARLEY DAVIDSON/FXST               
011231;HARLEY DAVIDSON/FLSTN              
011232;HARLEY DAVIDSON/FLST               
011233;HARLEY DAVIDSON/FXDC               
011234;HARLEY DAVIDSON/FXD                
011236;HARLEY DAVIDSON/FXCW               
011237;HARLEY DAVIDSON/XL 1200N           
011238;HARLEY DAVIDSON/VRSCAW             
011239;HARLEY DAVIDSON/XR 1200            
011240;HARLEY DAVIDSON/XR 1200X           
011242;HARLEY DAVIDSON/FLHTK              
011244;HARLEY DAVIDSON/XL883N             
011245;HARLEY DAVIDSON/FXCWC              
011246;HARLEY DAVIDSON/FLHX               
011247;HARLEY DAVIDSON/XL 1200C           
011248;HARLEY DAVIDSON/FLD                
011249;I/H.DAVIDSON FLHX                  
011250;I/H.DAVIDSON FXDF                  
011251;I/H.DAVIDSON VRSCDX ANV            
011252;I/H.DAVIDSON FLSTC                 
011253;I/H.DAVIDSON FLHTK                 
011255;H.DAVIDSON/FLSTC ANV               
011256;H.DAVIDSON/FLSTFB ANV              
011258;H.DAVIDSON/FLHTK ANV               
011259;H.DAVIDSON/XL 1200CB               
011260;H.DAVIDSON/FXDC ANV                
011261;H.DAVIDSON/XL 1200CA               
011500;I/ZHONGNENG ZN151T-F               
011502;I/ZHONGNENG NSTAR 150TF            
011504;I/ZHONGNENG NORTHS 151TF           
011600;KAWASAKI/NINJA 250R                
011601;KAWASAKI/ER-6N                     
011602;KAWASAKI/Z750                      
011603;KAWASAKI/Z750 ABS                  
011604;KAWASAKI/ER-6N ABS                 
011704;I/ZHONGXING ZX200-GY               
011800;I/MENGDELI KD 250MB2               
011903;I/GUANGYU DY 250 DAYANG            
011904;I/GUANGYU DY 200 DAYANG            
012099;Y/YAMAHA MX 180                    
012199;Y/YAMAHA CARONA                    
012201;Y/YAMAHA RD 350 LC                 
012202;Y/YAMAHA RD 350 R                  
012203;I/YAMAHA RD 350                    
012204;I/YAMAHA ENDURO                    
012205;I/YAMAHA RD 125                    
012206;I/YAMAHA R5 350                    
012207;I/YAMAHA RD 350                    
012217;I/CONDOR A350                      
012218;I/HONDA CB 750 FOUR                
012220;I/HONDA CB450 BLACK BOMB           
012221;I/YAMAHA YCS1 180                  
012222;I/HONDA CB 750                     
012223;I/HONDA GOLD WING GL1000           
012224;I/HONDA CB400 FOUR                 
012225;I/HONDA CL 350                     
012226;I/YAMAHA YM1                       
012227;I/HONDA CB550 FOUR                 
012228;I/HONDA CB550                      
012229;I/MASERATI 250/T4                  
012230;I/MONDIAL SPRINT 175               
012231;I/BMW R90/6                        
012232;I/HONDA CB350 F                    
012233;I/BMW R-75                         
012239;I/GUZZI V700                       
012241;I/BMW R51-3                        
012242;I/DUCATI 900 SS                    
012243;I/HONDA CBX SUPER SPORT            
012248;I/INDIAN BOARD TRACK RAC           
012249;I/HONDA CB650 FOUR                 
012250;I/VINCENT BLACK SHADOWSC           
012251;I/HONDA CB 750-F                   
012252;I/HONDA CB750 K                    
012253;I/HONDA HAWK HONDAMATIC            
012254;I/HONDA CBX 1000                   
012256;I/HONDA DREAM 3E                   
012257;I/BMW R-60                         
012258;I/BMW R100                         
012259;I/SUZUKI GT750                     
012260;I/KAWASAKI KZ 750                  
012263;I/HONDA CB 900                     
012264;I/HONDA GL1000                     
012265;I/HONDA CB 500T                    
012266;I/SUZUKI GT 550                    
012278;I/YAMAHA DT360 ENDURO              
012279;I/HONDA CB750                      
012284;I/BMW R90 S                        
012287;I/MZ TS250                         
012288;I/HONDA GOLDWING INTERST           
012289;I/BMW R65                          
012290;I/HONDA CT70                       
012293;I/HONDA CX500TC                    
012294;I/HONDA CB 900C                    
012296;I/KAWASAKI H1E                     
012297;I/BMW R60 2                        
012299;Y/YAMAHA RD 350                    
012319;APARECIDO/F.PROPRIA MOTO           
012327;MW.MAZZON/F.PROPRIA TRIC           
012337;FLC.MALUF/F.PROPRIA MOTO           
012349;AP.CARDOSO/F.PROPRIA TRI           
012378;N.SIQUEIRA/F.PROPRIA TRI           
012399;IMP/YAMAHA RD 250                  
012499;IMP/HONDA CB 550                   
012501;AGRALE/WXT 125                     
012502;AGRALE/WXT 200                     
012599;AGRALE/AGRALE WXT                  
012699;MOTALLI/MOTALLI                    
012799;IMP/HONDA CT 125                   
012899;IMP/MOTOCONFORT                    
012900;FENIX/TRICICLO TURISMO             
012999;IMP/YAMAHA TX 500                  
013000;YAMAHA RD 135                      
013001;Y/YAMAHA RD 135 Z                  
013099;Y/YAMAHA RD 135                    
013101;IMP/SANYANG ENJOY                  
013102;IMP/SANYANG HUSKY                  
013103;IMP/SANYANG PASSING 110SR          
013199;IMP/SANYANG                        
013201;IMP/YAMAHA XS 500B                 
013202;IMP/YAMAHA 750 FOUR                
013203;IMP/YAMAHA HAYDEN 400              
013204;IMP/YAMAHA FZR 1000                
013299;IMP/YAMAHA XS 400                  
013399;IMP/CONDOR                         
013401;Y/YAMAHA TDR 250                   
013402;Y/YAMAHA TDR 180                   
013499;Y/YAMAHA TDR                       
013599;IMP/HONDA CBX 1050                 
013699;IMP/HOREX                          
013799;ROMISETTA/ROMISETTA                
013801;Y/YAMAHA XT 600 Z TENERE           
013802;YAMAHA/XTZ 750 S TENERE            
013803;YAMAHA/XT 600E                     
013804;YAMAHA/XT 660R                     
013805;YAMAHA/XTZ250 TENERE               
013806;YAMAHA/XT660Z TENERE               
013808;I/YAMAHA XT1200Z STENERE           
013899;Y/YAMAHA XT 600                    
013900;I/JOHNNY PAG SPYDER                
013901;I/JOHNNY PAG PRO STREET            
013903;I/JOHNNY PAG BARHOG                
013999;IMP/YAMAHA TJ 1100                 
014099;IMP/DKW                            
014101;H/HONDA CBX 150 AERO               
014102;HONDA/CBX 200 STRADA               
014103;HONDA/CBX 250 TWISTER              
014199;H/HONDA CBX 150                    
014200;I/HONLING HL125T-5                 
014201;I/HONLING HL50QT-11B               
014301;IMP/YAMAHA DT 250 Z                
014302;IMP/YAMAHA MOTO YZF-R1 D           
014303;I/YAMAHA YZF R6                    
014399;IMP/YAMAHA DT                      
014401;IMP/HONDA CT 90                    
014501;BRANDY NS1                         
014502;BRANDY NS2                         
014503;BRANDY/ BX 50                      
014504;BRANDY/ ZANELLA DUE                
014505;BRANDY NS 50                       
014506;BRANDY/ELEGANT 50                  
014507;BRANDY/SPEEDY 100                  
014508;BRANDY/HP SPORT                    
014509;BRAND/HP TURBO                     
014510;BRAND/HP TURBO PLUS                
014511;BRANDY/HM ANKUR                    
014512;BRANDY/HM PACER                    
014513;BRANDY/PISTA 70                    
014514;BRANDY/JAGUAR JT50                 
